node,new_score,original_sco,diff
anon_S2642E,661.348266444,693.0,-31.651733556
anon_S5990E,586.413107895,643.0,-56.586892105
anon_S5796E,589.71910107,530.0,59.71910107
anon_S5366E,511.425253184,473.0,38.425253184
anon_S3214E,504.720098009,435.0,69.720098009
anon_S1763E,585.986196448,681.0,-95.013803552
anon_S2679E,640.101630492,673.0,-32.898369508
anon_S3047E,612.157262445,493.0,119.157262445
anon_S38E,561.419724297,740.0,-178.580275703
anon_S2363E,657.633728128,551.0,106.633728128
anon_S6008E,558.644900393,557.0,1.644900393
anon_S5308E,574.450317126,551.0,23.450317126
anon_S2521E,588.10507176,524.0,64.10507176
anon_S1302E,499.0,499.0,0.0
anon_S884E,736.0,736.0,0.0
anon_S4469E,549.248454816,273.0,276.248454816
anon_S2006E,665.950498387,629.0,36.950498387
anon_S1455E,663.329830645,527.0,136.329830645
anon_S2827E,549.248454816,454.0,95.248454816
anon_S3170E,591.766257918,519.0,72.766257918
anon_S4412E,618.020972507,591.0,27.020972507
anon_S2308E,591.938757007,550.0,41.938757007
anon_S2965E,566.456599416,588.0,-21.543400584
anon_S2268E,594.86772836,597.0,-2.13227164
anon_S3616E,617.663368144,653.0,-35.336631856
anon_S5882E,551.890592103,549.0,2.890592103
anon_S75E,593.875085742,638.0,-44.124914258
anon_S4347E,552.431849202,607.0,-54.568150798
anon_S2068E,649.278208186,529.0,120.278208186
anon_S3242E,544.94054909,573.0,-28.05945091
anon_S764E,609.019835317,728.0,-118.980164683
anon_S315E,617.968588812,596.0,21.968588812
anon_S2235E,638.631750808,556.0,82.631750808
anon_S4622E,592.998735667,520.0,72.998735667
anon_S3086E,669.809641461,721.0,-51.190358539
anon_S3864E,661.86030512,756.0,-94.13969488
anon_S3761E,626.373721206,795.0,-168.626278794
anon_S1537E,573.342771983,596.0,-22.657228017
anon_S508E,563.108231137,726.0,-162.891768863
anon_S3067E,615.091703406,609.0,6.091703406
anon_S3561E,549.635370671,482.0,67.635370671
anon_S3951E,589.351232398,599.0,-9.648767602
anon_S435E,613.35557399,613.0,0.35557399
anon_S5485E,575.012644245,555.0,20.012644245
anon_S468E,599.046851146,455.0,144.046851146
anon_S810E,588.341546041,638.0,-49.658453959
anon_S985E,587.0,587.0,0.0
anon_S5220E,554.748531636,519.0,35.748531636
anon_S2737E,544.856732803,447.0,97.856732803
anon_S1875E,577.212095839,533.0,44.212095839
anon_S747E,396.864250053,383.0,13.864250053
anon_S1128E,531.0,531.0,0.0
anon_S4095E,604.765493089,326.0,278.765493089
anon_S1753E,594.730522,595.0,-0.269478
anon_S1362E,667.465540654,693.0,-25.534459346
anon_S1908E,560.917635422,453.0,107.917635422
anon_S5581E,591.809138263,753.0,-161.190861737
anon_S3836E,660.006503964,592.0,68.006503964
anon_S63E,576.976344666,496.0,80.976344666
anon_S5654E,511.879635358,502.0,9.879635358
anon_S1728E,657.259889665,610.0,47.259889665
anon_S4763E,539.918687381,526.0,13.918687381
anon_S2401E,662.797164586,492.0,170.797164586
anon_S4177E,490.826936888,323.0,167.826936888
anon_S2594E,575.38713275,490.0,85.38713275
anon_S4914E,550.653561082,514.0,36.653561082
anon_S748E,519.175853967,518.0,1.175853967
anon_S2709E,546.203619313,607.0,-60.796380687
anon_S5247E,521.83813125,518.0,3.83813125
anon_S2324E,648.605276495,532.0,116.605276495
anon_S5433E,555.061916419,598.0,-42.938083581
anon_S1511E,546.593320783,456.0,90.593320783
anon_S5931E,605.65802257,607.0,-1.34197743
anon_S2404E,669.13746112,605.0,64.13746112
anon_S2632E,576.932418522,567.0,9.932418522
anon_S5517E,582.899106198,573.0,9.899106198
anon_S5187E,541.643548015,438.0,103.643548015
anon_S5378E,594.954195362,598.0,-3.045804638
anon_S2763E,659.438158859,463.0,196.438158859
anon_S5178E,586.10357846,594.0,-7.89642154
anon_S4046E,661.348266444,606.0,55.348266444
anon_S4943E,553.822173201,546.0,7.822173201
anon_S158E,596.885202086,663.0,-66.114797914
anon_S2280E,579.110255743,543.0,36.110255743
anon_S1223E,648.0,648.0,0.0
anon_S356E,493.0,493.0,0.0
anon_S4827E,563.557326747,508.0,55.557326747
anon_S2167E,653.055360522,618.0,35.055360522
anon_S2818E,620.735248564,547.0,73.735248564
anon_S5343E,522.453619332,489.0,33.453619332
anon_S2500E,662.586615397,363.0,299.586615397
anon_S2018E,660.227527834,550.0,110.227527834
anon_S4544E,564.43315508,520.0,44.43315508
anon_S524E,561.034135138,711.0,-149.965864862
anon_S221E,559.026137089,642.0,-82.973862911
anon_S994E,574.0,574.0,0.0
anon_S3347E,586.343578378,489.0,97.343578378
anon_S3485E,623.796881796,616.0,7.796881796
anon_S2475E,660.183832431,682.0,-21.816167569
anon_S2023E,651.212595127,719.0,-67.787404873
anon_S2840E,540.22942304,464.0,76.22942304
anon_S3157E,562.003950145,649.0,-86.996049855
anon_S847E,722.513755963,737.0,-14.486244037
anon_S2926E,587.635388244,566.0,21.635388244
anon_S17E,560.304181796,588.0,-27.695818204
anon_S6029E,513.579077364,522.0,-8.420922636
anon_S480E,553.484661984,468.0,85.484661984
anon_S2376E,672.086462587,729.0,-56.913537413
anon_S4652E,571.591033287,564.0,7.591033287
anon_S2215E,544.305097085,529.0,15.305097085
anon_S4240E,603.31042225,612.0,-8.68957775
anon_S4743E,517.664706789,595.0,-77.335293211
anon_S4315E,672.627935011,595.0,77.627935011
anon_S3713E,548.796415674,624.0,-75.203584326
anon_S4587E,560.168872431,569.0,-8.831127569
anon_S3452E,709.305089753,734.0,-24.694910247
anon_S623E,690.445828735,693.0,-2.554171265
anon_S4117E,545.660356635,619.0,-73.339643365
anon_S4638E,509.20902161,504.0,5.20902161
anon_S5025E,499.043136805,486.0,13.043136805
anon_S618E,599.843583079,606.0,-6.156416921
anon_S3444E,662.294272971,558.0,104.294272971
anon_S3856E,618.670816879,543.0,75.670816879
anon_S3779E,628.853937695,588.0,40.853937695
anon_S946E,654.0,654.0,0.0
anon_S3196E,667.3464754,688.0,-20.6535246
anon_S1018E,683.0,683.0,0.0
anon_S2250E,667.527666548,611.0,56.527666548
anon_S1786E,608.422765028,694.0,-85.577234972
anon_S2100E,654.455568915,579.0,75.455568915
anon_S4512E,562.003309978,562.0,0.00330997799995
anon_S873E,381.0,381.0,0.0
anon_S4192E,560.050177795,501.0,59.050177795
anon_S2669E,657.652034842,585.0,72.652034842
anon_S2147E,609.587881474,633.0,-23.412118526
anon_S5323E,513.904880917,493.0,20.904880917
anon_S2612E,667.934707377,566.0,101.934707377
anon_S5537E,634.864608307,635.0,-0.135391693
anon_S1132E,548.355536049,548.0,0.355536049
anon_S1947E,588.939954897,513.0,75.939954897
anon_S5599E,598.620071733,703.0,-104.379928267
anon_S1274E,660.0,660.0,0.0
anon_S1929E,608.34786927,608.0,0.34786927
anon_S2557E,641.197768155,473.0,168.197768155
anon_S1709E,573.495696722,586.0,-12.504303278
anon_S2321E,655.610614857,434.0,221.610614857
anon_S1583E,596.411650821,330.0,266.411650821
anon_S1084E,560.632611479,568.0,-7.367388521
anon_S3364E,594.751632773,573.0,21.751632773
anon_S1474E,562.668785798,755.0,-192.331214202
anon_S5726E,623.284005518,707.0,-83.715994482
anon_S4236E,615.837807937,597.0,18.837807937
anon_S4708E,503.563862854,415.0,88.563862854
anon_S2422E,544.856732803,439.0,105.856732803
anon_S153E,595.517318475,546.0,49.517318475
anon_S334E,665.195602996,611.0,54.195602996
anon_S2316E,665.302964764,584.0,81.302964764
anon_S4899E,526.254761006,525.0,1.254761006
anon_S2043E,567.117756618,457.0,110.117756618
anon_S145E,595.01794197,649.0,-53.98205803
anon_S40E,561.037231212,705.0,-143.962768788
anon_S6090E,565.431693556,496.0,69.431693556
anon_S243E,560.978419561,695.0,-134.021580439
anon_S1687E,595.244991549,583.0,12.244991549
anon_S5262E,531.206111003,496.0,35.206111003
anon_S3285E,669.657710259,609.0,60.657710259
anon_S714E,608.0,608.0,0.0
anon_S2913E,559.608105286,602.0,-42.391894714
anon_S6119E,569.934732065,535.0,34.934732065
anon_S5829E,523.665172293,484.0,39.665172293
anon_S3381E,651.547008547,493.0,158.547008547
anon_S643E,498.0,498.0,0.0
anon_S5105E,513.229688911,509.0,4.229688911
anon_S3054E,645.854106514,564.0,81.854106514
anon_S516E,561.87498785,758.0,-196.12501215
anon_S966E,619.995266329,620.0,-0.00473367100005
anon_S239E,518.423124928,502.0,16.423124928
anon_S3522E,549.635370671,595.0,-45.364629329
anon_S3591E,627.459258651,504.0,123.459258651
anon_S2563E,651.547008547,470.0,181.547008547
anon_S300E,592.631351945,549.0,43.631351945
anon_S2037E,593.015639043,679.0,-85.984360957
anon_S3233E,633.718660445,469.0,164.718660445
anon_S5633E,593.355354463,751.0,-157.644645537
anon_S2861E,618.228524191,537.0,81.228524191
anon_S4450E,506.969676344,311.0,195.969676344
anon_S3815E,657.318174887,590.0,67.318174887
anon_S5706E,592.203756265,562.0,30.203756265
anon_S1990E,657.652034842,486.0,171.652034842
anon_S637E,575.042854862,575.0,0.042854862
anon_S5059E,568.588008882,561.0,7.588008882
anon_S4973E,521.83412668,445.0,76.83412668
anon_S3317E,608.075830441,653.0,-44.924169559
anon_S4261E,615.848454888,638.0,-22.151545112
anon_S3920E,664.753347137,590.0,74.753347137
anon_S3463E,554.124926373,509.0,45.124926373
anon_S3737E,664.836571259,530.0,134.836571259
anon_S4497E,616.74817383,649.0,-32.25182617
anon_S4846E,569.080141335,516.0,53.080141335
anon_S4061E,601.9955623,546.0,55.9955623
anon_S5004E,554.317993488,545.0,9.317993488
anon_S934E,639.974115869,640.0,-0.025884131
anon_S2744E,636.594401868,532.0,104.594401868
anon_S1819E,663.144015625,630.0,33.144015625
anon_S1826E,668.491089289,571.0,97.491089289
anon_S1526E,644.816349205,647.0,-2.183650795
anon_S2184E,658.35356295,572.0,86.35356295
anon_S2671E,661.597544655,475.0,186.597544655
anon_S5235E,693.055861241,709.0,-15.944138759
anon_S1295E,480.143319545,480.0,0.143319545
anon_S1679E,589.043171669,542.0,47.043171669
anon_S393E,580.989775162,580.0,0.989775162
anon_S5607E,540.593446996,475.0,65.593446996
anon_S1711E,650.89183558,568.0,82.89183558
anon_S139E,647.0,647.0,0.0
anon_S6000E,570.6720756,518.0,52.6720756
anon_S30E,562.325174674,693.0,-130.674825326
anon_S2787E,655.510986017,619.0,36.510986017
anon_S2060E,659.383008062,542.0,117.383008062
anon_S2438E,518.667561167,281.0,237.667561167
anon_S5977E,497.504845999,483.0,14.504845999
anon_S2712E,645.185245433,530.0,115.185245433
anon_S2260E,646.101128266,612.0,34.101128266
anon_S5383E,561.61238956,584.0,-22.38761044
anon_S5109E,579.46373282,632.0,-52.53626718
anon_S4786E,679.363874715,694.0,-14.636125285
anon_S5201E,600.531009749,665.0,-64.468990251
anon_S260E,593.908834173,715.0,-121.091165827
anon_S1745E,607.85276092,533.0,74.85276092
anon_S3434E,636.594401868,524.0,112.594401868
anon_S6101E,572.731002237,634.0,-61.268997763
anon_S2803E,652.430659806,701.0,-48.569340194
anon_S3399E,552.002718567,637.0,-84.997281433
anon_S958E,589.0,589.0,0.0
anon_S555E,637.5408079,710.0,-72.4591921
anon_S3496E,662.664143772,526.0,136.664143772
anon_S793E,648.889247201,654.0,-5.110752799
anon_S3126E,623.731332499,412.0,211.731332499
anon_S1117E,608.465606091,648.0,-39.534393909
anon_S818E,582.309123561,596.0,-13.690876439
anon_S4680E,583.680130407,544.0,39.680130407
anon_S6076E,626.600146002,613.0,13.600146002
anon_S2125E,657.652034842,400.0,257.652034842
anon_S4557E,462.417388825,436.0,26.417388825
anon_S5627E,531.9334336,517.0,14.9334336
anon_S2490E,543.74335653,546.0,-2.25664347
anon_S1900E,571.961095801,465.0,106.961095801
anon_S5589E,593.330407007,694.0,-100.669592993
anon_S3755E,630.443608327,637.0,-6.556391673
anon_S1431E,631.498371177,644.0,-12.501628823
anon_S4144E,548.252319686,671.0,-122.747680314
anon_S4649E,514.005725307,607.0,-92.994274693
anon_S3210E,667.466265923,628.0,39.466265923
anon_S4213E,641.050402952,710.0,-68.949597048
anon_S4732E,572.870793776,567.0,5.870793776
anon_S3708E,671.125516043,670.0,1.125516043
anon_S4286E,616.262411676,686.0,-69.737588324
anon_S3901E,550.119494463,577.0,-26.880505537
anon_S4079E,647.224456072,649.0,-1.775543928
anon_S4967E,656.799501603,659.0,-2.200498397
anon_S5094E,530.690143095,431.0,99.690143095
anon_S5763E,569.16787625,589.0,-19.83212375
anon_S4279E,623.861685676,524.0,99.861685676
anon_S4614E,571.067683005,590.0,-18.932316995
anon_S740E,665.527847117,702.0,-36.472152883
anon_S5036E,569.276625442,480.0,89.276625442
anon_S1392E,442.336113601,437.0,5.336113601
anon_S9E,562.111943076,725.0,-162.888056924
anon_S1519E,633.730702228,711.0,-77.269297772
anon_S1801E,667.285972424,545.0,122.285972424
anon_S5546E,551.019354274,558.0,-6.980645726
anon_S91E,581.578068185,554.0,27.578068185
anon_S1642E,544.670680339,519.0,25.670680339
anon_S2382E,637.001360735,522.0,115.001360735
anon_S1543E,636.05684672,561.0,75.05684672
anon_S2288E,654.0733295,468.0,186.0733295
anon_S2650E,595.979265135,592.0,3.979265135
anon_S5370E,593.869755929,574.0,19.869755929
anon_S1777E,656.511454689,531.0,125.511454689
anon_S358E,364.0,364.0,0.0
anon_S5528E,645.288081887,646.0,-0.711918113
anon_S3033E,584.673152542,607.0,-22.326847458
anon_S1616E,580.851912509,476.0,104.851912509
anon_S1285E,614.0,614.0,0.0
anon_S2508E,726.0,726.0,0.0
anon_S182E,577.45353914,474.0,103.45353914
anon_S387E,563.757792004,477.0,86.757792004
anon_S5286E,563.814592881,507.0,56.814592881
anon_S3199E,628.853937695,588.0,40.853937695
anon_S1310E,659.0,659.0,0.0
anon_S582E,566.898392398,530.0,36.898392398
anon_S2848E,671.24612647,579.0,92.24612647
anon_S2847E,653.503982489,503.0,150.503982489
anon_S2010E,556.637386339,500.0,56.637386339
anon_S2081E,605.167711641,568.0,37.167711641
anon_S488E,650.00718633,555.0,95.00718633
anon_S3604E,614.544935803,673.0,-58.455064197
anon_S4322E,650.840390519,612.0,38.840390519
anon_S2345E,657.044291263,663.0,-5.955708737
anon_S3659E,658.224379056,563.0,95.224379056
anon_S156E,620.514437316,547.0,73.514437316
anon_S3274E,570.060716095,491.0,79.060716095
anon_S2697E,661.86030512,536.0,125.86030512
anon_S305E,567.997119304,534.0,33.997119304
anon_S5300E,566.158902086,553.0,13.158902086
anon_S610E,579.023804266,610.0,-30.976195734
anon_S3771E,710.810899775,714.0,-3.189100225
anon_S681E,698.0,698.0,0.0
anon_S3007E,623.861685676,522.0,101.861685676
anon_S1010E,609.0,609.0,0.0
anon_S4630E,636.717012407,692.0,-55.282987593
anon_S545E,501.701728066,542.0,-40.298271934
anon_S917E,558.0,558.0,0.0
anon_S3571E,561.679037464,566.0,-4.320962536
anon_S3965E,610.188788489,545.0,65.188788489
anon_S441E,658.000858703,639.0,19.000858703
anon_S2437E,572.959581376,606.0,-33.040418624
anon_S4947E,591.964977841,600.0,-8.035022159
anon_S979E,406.0,406.0,0.0
anon_S1856E,627.459258651,563.0,64.459258651
anon_S3137E,614.314172039,681.0,-66.685827961
anon_S1014E,645.967770731,646.0,-0.032229269
anon_S1921E,663.37352015,711.0,-47.62647985
anon_S5591E,489.513263834,441.0,48.513263834
anon_S3824E,613.902182291,569.0,44.902182291
anon_S1736E,693.26315202,697.0,-3.73684798
anon_S1347E,646.824648204,665.0,-18.175351796
anon_S4717E,536.86837181,502.0,34.86837181
anon_S4935E,637.348097262,651.0,-13.651902738
anon_S4891E,519.662893452,349.0,170.662893452
anon_S4163E,522.980115653,474.0,48.980115653
anon_S2586E,640.985212354,576.0,64.985212354
anon_S5075E,649.886162904,675.0,-25.113837096
anon_S5558E,547.761717238,499.0,48.761717238
anon_S2480E,549.248454816,428.0,121.248454816
anon_S5106E,535.896228698,504.0,31.896228698
anon_S4800E,547.909546007,531.0,16.909546007
anon_S5563E,557.209092412,594.0,-36.790907588
anon_S5193E,555.203823096,487.0,68.203823096
anon_S2757E,549.248454816,419.0,130.248454816
anon_S4571E,622.104767713,656.0,-33.895232287
anon_S196E,581.833472763,619.0,-37.166527237
anon_S3625E,625.902112008,637.0,-11.097887992
anon_S723E,534.255054483,528.0,6.255054483
anon_S2225E,649.403947684,481.0,168.403947684
anon_S2292E,623.861685676,452.0,171.861685676
anon_S1246E,598.455927812,588.0,10.455927812
anon_S1495E,611.443186757,606.0,5.443186757
anon_S1860E,544.995552865,560.0,-15.004447135
anon_S344E,533.0,533.0,0.0
anon_S5874E,569.471495166,667.0,-97.528504834
anon_S256E,567.377334157,618.0,-50.622665843
anon_S4532E,534.825413661,560.0,-25.174586339
anon_S1560E,585.412623859,515.0,70.412623859
anon_S231E,608.833220172,711.0,-102.166779828
anon_S6053E,576.442018368,566.0,10.442018368
anon_S5983E,582.131547111,609.0,-26.868452889
anon_S3027E,560.914671443,565.0,-4.085328557
anon_S2449E,620.740244578,634.0,-13.259755422
anon_S3694E,672.503350758,616.0,56.503350758
anon_S3599E,595.046463037,596.0,-0.953536963
anon_S72E,559.642931299,544.0,15.642931299
anon_S425E,545.0,545.0,0.0
anon_S6039E,617.371373587,632.0,-14.628626413
anon_S2355E,605.131257312,686.0,-80.868742688
anon_S4358E,589.294002295,583.0,6.294002295
anon_S492E,526.0,526.0,0.0
anon_S3636E,613.496201373,589.0,24.496201373
anon_S2414E,549.248454816,320.0,229.248454816
anon_S5834E,795.497600532,812.0,-16.502399468
anon_S4777E,543.06180305,479.0,64.06180305
anon_S2001E,661.440516421,632.0,29.440516421
anon_S2927E,645.03636025,549.0,96.03636025
anon_S5906E,596.269468022,600.0,-3.730531978
anon_S3790E,721.649284195,722.0,-0.350715805
anon_S2396E,544.856732803,459.0,85.856732803
anon_S5051E,564.113712923,543.0,21.113712923
anon_S3328E,583.116092016,526.0,57.116092016
anon_S3873E,565.320753947,254.0,311.320753947
anon_S564E,561.635738775,553.0,8.635738775
anon_S3550E,540.413669878,455.0,85.413669878
anon_S4134E,560.917635422,744.0,-183.082364578
anon_S1794E,566.543296464,582.0,-15.456703536
anon_S5503E,649.77252832,670.0,-20.22747168
anon_S1104E,663.550399501,666.0,-2.449600499
anon_S1953E,666.0,666.0,0.0
anon_S2122E,634.872381806,417.0,217.872381806
anon_S1671E,665.213872376,443.0,222.213872376
anon_S1939E,638.279197759,536.0,102.279197759
anon_S1719E,623.836692537,571.0,52.836692537
anon_S4255E,637.971184603,528.0,109.971184603
anon_S5287E,564.881007216,551.0,13.881007216
anon_S1597E,647.824536742,702.0,-54.175463258
anon_S4082E,631.188979105,584.0,47.188979105
anon_S4996E,589.978007836,532.0,57.978007836
anon_S5730E,556.142467387,497.0,59.142467387
anon_S4208E,592.798418013,711.0,-118.201581987
anon_S322E,625.361876285,558.0,67.361876285
anon_S1408E,618.845283066,681.0,-62.154716934
anon_S52E,561.03997063,660.0,-98.96002937
anon_S5065E,697.715363407,715.0,-17.284636593
anon_S5926E,645.853370457,656.0,-10.146629543
anon_S5257E,617.744294806,617.0,0.744294806
anon_S1502E,668.656566581,562.0,106.656566581
anon_S257E,609.981305823,561.0,48.981305823
anon_S5402E,561.467463125,506.0,55.467463125
anon_S5209E,586.916245873,536.0,50.916245873
anon_S2621E,627.459258651,502.0,125.459258651
anon_S2907E,663.770598414,690.0,-26.229401586
anon_S268E,593.875085742,641.0,-47.124914258
anon_S5577E,546.247242832,522.0,24.247242832
anon_S6109E,543.025488997,516.0,27.025488997
anon_S5332E,550.704313229,448.0,102.704313229
anon_S1234E,517.0,517.0,0.0
anon_S3391E,549.248454816,419.0,130.248454816
anon_S2143E,607.346047525,662.0,-54.653952475
anon_S1021E,556.0,556.0,0.0
anon_S3507E,617.567621011,678.0,-60.432378989
anon_S4528E,625.090046254,611.0,14.090046254
anon_S867E,671.0,671.0,0.0
anon_S950E,681.859548336,682.0,-0.140451664
anon_S4688E,559.674297374,563.0,-3.325702626
anon_S105E,596.540090032,434.0,162.540090032
anon_S2517E,640.05232407,572.0,68.05232407
anon_S2984E,669.186979078,661.0,8.186979078
anon_S3075E,659.552399834,611.0,48.552399834
anon_S1893E,659.381995937,737.0,-77.618004063
anon_S3227E,645.854106514,598.0,47.854106514
anon_S2871E,667.608490175,671.0,-3.391509825
anon_S3675E,666.185433701,682.0,-15.814566299
anon_S4393E,632.0,632.0,0.0
anon_S4462E,614.314172039,385.0,229.314172039
anon_S1859E,648.790987229,494.0,154.790987229
anon_S3700E,590.211579233,554.0,36.211579233
anon_S3358E,565.524979825,506.0,59.524979825
anon_S5714E,545.275912801,512.0,33.275912801
anon_S3218E,560.917635422,607.0,-46.082364578
anon_S5557E,562.450098921,666.0,-103.549901079
anon_S3936E,598.376156169,623.0,-24.623843831
anon_S5049E,579.46373282,513.0,66.46373282
anon_S3615E,671.396324921,689.0,-17.603675079
anon_S3363E,583.697714746,575.0,8.697714746
anon_S4641E,581.97217029,602.0,-20.02782971
anon_S4271E,549.248454816,418.0,131.248454816
anon_S1E,561.228637427,717.0,-155.771362573
anon_S1693E,542.540141752,529.0,13.540141752
anon_S2108E,620.735248564,512.0,108.735248564
anon_S652E,555.0,555.0,0.0
anon_S3909E,588.640588764,457.0,131.640588764
anon_S4071E,549.248454816,506.0,43.248454816
anon_S3406E,623.861685676,452.0,171.861685676
anon_S4854E,575.220719008,568.0,7.220719008
anon_S3894E,549.248454816,446.0,103.248454816
anon_S2732E,636.594401868,565.0,71.594401868
anon_S1809E,650.48649006,572.0,78.48649006
anon_S1069E,688.0,688.0,0.0
anon_S5845E,582.300553412,480.0,102.300553412
anon_S5695E,563.244652411,575.0,-11.755347589
anon_S1534E,642.365566728,481.0,161.365566728
anon_S5225E,589.906980595,579.0,10.906980595
anon_S2605E,645.185245433,508.0,137.185245433
anon_S5520E,684.57830114,700.0,-15.42169886
anon_S601E,588.63998408,615.0,-26.36001592
anon_S2105E,608.880481453,625.0,-16.119518547
anon_S2658E,651.086404841,523.0,128.086404841
anon_S1669E,662.236343273,618.0,44.236343273
anon_S2158E,660.585780586,544.0,116.585780586
anon_S5312E,602.616221664,633.0,-30.383778336
anon_S2577E,668.563814932,552.0,116.563814932
anon_S1725E,620.852429901,711.0,-90.147570099
anon_S3243E,616.67639477,619.0,-2.32360523
anon_S6083E,487.499692459,284.0,203.499692459
anon_S5326E,542.349368196,515.0,27.349368196
anon_S2072E,595.23120709,601.0,-5.76879291
anon_S2249E,599.484143486,657.0,-57.515856514
anon_S5943E,575.551389076,590.0,-14.448610924
anon_S2704E,663.098434301,549.0,114.098434301
anon_S5461E,577.717679587,637.0,-59.282320413
anon_S5397E,608.393981926,734.0,-125.606018074
anon_S792E,571.810156843,570.0,1.810156843
anon_S2276E,583.134890417,544.0,39.134890417
anon_S25E,560.978419561,812.0,-251.021580439
anon_S5275E,569.206131707,587.0,-17.793868293
anon_S2676E,659.191882062,553.0,106.191882062
anon_S272E,567.997119304,519.0,48.997119304
anon_S672E,595.0,595.0,0.0
anon_S295E,599.721470784,703.0,-103.278529216
anon_S3488E,618.987743888,538.0,80.987743888
anon_S449E,655.354099235,655.0,0.354099235
anon_S3130E,631.138791719,550.0,81.138791719
anon_S6015E,566.627157706,607.0,-40.372842294
anon_S1163E,565.502122552,571.0,-5.497877448
anon_S689E,574.0,574.0,0.0
anon_S971E,558.0,558.0,0.0
anon_S3513E,581.760307749,556.0,25.760307749
anon_S6048E,554.41878993,512.0,42.41878993
anon_S4429E,660.233935869,439.0,221.233935869
anon_S4574E,549.22563581,561.0,-11.77436419
anon_S3993E,677.019541875,737.0,-59.980458125
anon_S3665E,595.383952735,601.0,-5.616047265
anon_S1887E,648.631765542,604.0,44.631765542
anon_S4374E,570.184940714,488.0,82.184940714
anon_S1983E,651.979849683,536.0,115.979849683
anon_S3721E,623.861685676,652.0,-28.138314324
anon_S4659E,584.598330399,542.0,42.598330399
anon_S3202E,609.155620898,560.0,49.155620898
anon_S4724E,584.85345596,590.0,-5.14654404
anon_S5642E,547.944985728,499.0,48.944985728
anon_S4662E,622.104767713,564.0,58.104767713
anon_S4290E,668.544544829,598.0,70.544544829
anon_S4902E,560.805107719,560.0,0.805107719
anon_S5748E,608.792406259,482.0,126.792406259
anon_S3911E,663.770598414,543.0,120.770598414
anon_S3643E,569.593370786,480.0,89.593370786
anon_S3474E,516.0,516.0,0.0
anon_S5086E,584.598330399,542.0,42.598330399
anon_S3377E,669.871713022,527.0,142.871713022
anon_S5013E,504.006206895,472.0,32.006206895
anon_S5028E,389.49493907,346.0,43.49493907
anon_S1022E,735.0,735.0,0.0
anon_S2796E,636.594401868,533.0,103.594401868
anon_S3701E,574.452954256,561.0,13.452954256
anon_S4808E,571.803615292,572.0,-0.196384708
anon_S5550E,547.480172433,712.0,-164.519827567
anon_S2728E,612.157262445,550.0,62.157262445
anon_S1704E,649.365557099,543.0,106.365557099
anon_S4984E,610.215195193,650.0,-39.784804807
anon_S2193E,565.349619426,605.0,-39.650380574
anon_S2662E,638.845380632,613.0,25.845380632
anon_S5685E,574.67081694,634.0,-59.32918306
anon_S1868E,593.035367849,524.0,69.035367849
anon_S509E,561.044637475,708.0,-146.955362525
anon_S1279E,747.34542803,762.0,-14.65457197
anon_S1063E,580.037567248,580.0,0.037567248
anon_S1568E,655.628562106,518.0,137.628562106
anon_S5781E,553.919177586,439.0,114.919177586
anon_S2856E,661.348266444,569.0,92.348266444
anon_S2441E,633.333738062,602.0,31.333738062
anon_S1633E,566.603271023,560.0,6.603271023
anon_S23E,560.967562517,661.0,-100.032437483
anon_S2091E,658.381787013,552.0,106.381787013
anon_S173E,598.062750861,664.0,-65.937249139
anon_S5294E,456.100203564,398.0,58.100203564
anon_S777E,692.438269581,716.0,-23.561730419
anon_S2976E,598.72587232,621.0,-22.27412768
anon_S364E,576.756153342,495.0,81.756153342
anon_S754E,614.917570989,643.0,-28.082429011
anon_S788E,596.464338916,593.0,3.464338916
anon_S339E,653.151737414,524.0,129.151737414
anon_S5895E,652.230162475,655.0,-2.769837525
anon_S3745E,549.820751125,343.0,206.820751125
anon_S3255E,653.503982489,612.0,41.503982489
anon_S5960E,598.646933444,716.0,-117.353066556
anon_S3558E,550.751639954,594.0,-43.248360046
anon_S179E,599.531059519,729.0,-129.468940481
anon_S691E,747.0,747.0,0.0
anon_S3946E,657.475127077,726.0,-68.524872923
anon_S6116E,535.880358416,573.0,-37.119641584
anon_S1002E,551.0,551.0,0.0
anon_S3320E,601.994308694,616.0,-14.005691306
anon_S4602E,578.383678628,566.0,12.383678628
anon_S4799E,562.925314183,537.0,25.925314183
anon_S903E,562.056602661,562.0,0.0566026610001
anon_S3418E,590.181848163,655.0,-64.818151837
anon_S996E,624.0,624.0,0.0
anon_S1177E,593.083352523,596.0,-2.916647477
anon_S834E,592.48726156,607.0,-14.51273844
anon_S1079E,595.116045979,597.0,-1.883954021
anon_S1844E,654.455568915,677.0,-22.544431085
anon_S5492E,384.579319778,348.0,36.579319778
anon_S1931E,612.157262445,544.0,68.157262445
anon_S5738E,567.849160329,583.0,-15.150839671
anon_S5665E,781.906188976,794.0,-12.093811024
anon_S5638E,575.386056704,570.0,5.386056704
anon_S4200E,668.51170182,550.0,118.51170182
anon_S4703E,636.944980113,693.0,-56.055019887
anon_S5267E,569.309816886,558.0,11.309816886
anon_S5752E,598.76358768,616.0,-17.23641232
anon_S4878E,486.803142824,470.0,16.803142824
anon_S4106E,636.594401868,575.0,61.594401868
anon_S4978E,503.563862854,603.0,-99.436137146
anon_S3847E,612.182352717,616.0,-3.817647283
anon_S1400E,740.976523976,750.0,-9.023476024
anon_S1198E,611.117579321,558.0,53.117579321
